Sr. No,Entity Name,Website of RE,Entity Type,Name of the DLA,Name of the owner of DLA (Self-owned/ name of LSP in case DLA is of LSP),Available on (Website/ Name of app store),Link to DLA
2228,SATISFACTION COMMERCIAL PVT LTD,https://scplcash.com/,NBFC,Toofan Loan,Satisfaction Commercial Private Limited,Website,https://toofanloan.com/
2229,SATSAI FINLEASE PVT. LTD.,https://quickfilo.com/,NBFC,QUICKFILO,QUICKFILO,Website,https://quickfilo.com/
2230,SATYA CAPITAL SERVICES PRIVATE LIMITED,https://www.satyacapital.co.in/,NBFC,Instaclaus,Instaclaus Fintech Private Limited,Apple App Store,https://apps.apple.com/in/app/instaclaus/id6478954888
2231,,https://www.satyacapital.co.in/,NBFC,Instaclaus,Instaclaus Fintech Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.instaclaus.app&hl=en_IN https://apps.apple.com/in/app/instaclaus/id6478954888
2232,SATYA MICROCAPITAL LIMITED,https://satyamicrocapital.com ,NBFC,DRONA,SATYA MICROCAPITAL LTD,Play Store,play.google.com/store/apps/details?id=com.satyamicrocapital.app
2233,SAVANTIKA VANIJYA PVT. LTD.,https://savantika.com,NBFC,Rocket Cash,Vistronex Private Limited,Website, https://rocketcash.in
2234,SAWALSHA LEASING & FINANCE PVT. LTD.,https://sawalsha.com/,NBFC,Paisaboxx?,Sawalsha Leasing & Finance Private Limited,Website,https://www.paisaboxx.com/
2235,SAYYAM INVESTMENTS PVT. LTD.,https://www.sayyaminvestments.in/index,NBFC,PayRupik,Sayyam Investments Private Limited,Website and Playstore,https://www.payrupikloan.in/ and  https://play.google.com/store/apps/details?id=in.hanafintech
2236,S.B.N. LEASING AND FINANCE LTD.,https://www.sbnnbfc.com/,NBFC,Cashone,Self-Owned,Play Store,https://play.google.com/store/apps/details?id=com.sbnnbfc.cashone
2237,,https://www.sbnnbfc.com/,NBFC,LoanArambh,MIRRAQUIX TECHNOLOGIES PRIVATE LIMITED,Play Store,https://play.google.com/store/apps/details?id=com.app.loanarambh.india.cash
2238,,https://www.sbnnbfc.com/,NBFC,LoanArambh,MIRRAQUIX TECHNOLOGIES PRIVATE LIMITED,Website,https://www.mirraquixte.com/LoanArambh/#/
2239,,https://www.sbnnbfc.com/,NBFC,LoanBloomGo,KONSALA SUPER TECHNOLOGY PRIVATE LIMITED,Play Store,https://play.google.com/store/apps/details?id=com.konsala.app.loanbloomgo.tech
2240,,https://www.sbnnbfc.com/,NBFC,LoanBloomGo,KONSALA SUPER TECHNOLOGY PRIVATE LIMITED,Website,https://www.konsala.com
2241,,https://www.sbnnbfc.com/,NBFC,LoanJai,MIRRAQUIX TECHNOLOGIES PRIVATE LIMITED,Play Store,https://play.google.com/store/apps/details?id=com.app.loanjai.india.cash
2242,,https://www.sbnnbfc.com/,NBFC,LoanJai,MIRRAQUIX TECHNOLOGIES PRIVATE LIMITED,Website,https://www.mirraquixte.com
2243,,https://www.sbnnbfc.com/,NBFC,Loan Peepal,GEEKES CONSULTANCY SERVICES PRIVATE LIMITED,Play Store,https://play.google.com/store/apps/details?id=com.peepal.finance
2244,,https://www.sbnnbfc.com/,NBFC,Loan Peepal,GEEKES CONSULTANCY SERVICES PRIVATE LIMITED,Website,https://www.geekesconsultancy.com/
2245,,https://www.sbnnbfc.com/,NBFC,LoanVanta,KONSALA SUPER TECHNOLOGY PRIVATE LIMITED,Play Store,https://play.google.com/store/apps/details?id=com.credit.konsala.loanvanta.loc.service
2246,,https://www.sbnnbfc.com/,NBFC,LoanVanta,KONSALA SUPER TECHNOLOGY PRIVATE LIMITED,Website,https://www.konsala.com
2247,,https://www.sbnnbfc.com/,NBFC,LoanVantaBoost,KONSALA SUPER TECHNOLOGY PRIVATE LIMITED,Play Store,https://play.google.com/store/apps/details?id=com.loc.konsala.loanvantaboost.lending.app
2248,,https://www.sbnnbfc.com/,NBFC,NaviraLoan,THUNIL SUPER TECHNOLOGY PRIVATE LIMITED,Play Store,https://play.google.com/store/apps/details?id=com.naviraloan.thunil.super
2249,,https://www.sbnnbfc.com/,NBFC,NaviraLoan,THUNIL SUPER TECHNOLOGY PRIVATE LIMITED,Website,https://www.thunilsupertech.com
2250,SCALEUP FINANCIAL SERVICES PRIVATE LIMITED (EARLIER KNOWN AS PAYME INDIA FINANCIAL SERVICES PRIVATE LIMITED),https://scaleupfinancial.com/,NBFC,PayMe,Huey Tech Limited (formerly known as Huey Tech Private Limited),"Website, IOS and Googple Play Store", https://www.paymeindia.in/      :  For IOS: https://apps.apple.com/in/app/payme-personal-loan-app/id1282142711                         :        For Android: https://play.google.com/store/apps/details?id=io.attabot.app.paymeindia&pcampaignid=web_share
2251,SCIL CAPITAL INDIA PRIVATE LIMITED ,http://www.scilcapital.com/,NBFC,Bharat Khata,GREENIZON AGRITECH CONSULTANCY PRIVATE LIMITED,Google Play Store,https://play.google.com/store/apps/details?id=com.bharatkhata.erp&hl=en_IN
2252,,http://www.scilcapital.com/,NBFC,Jai Kisan Farmer,GREENIZON AGRITECH CONSULTANCY PRIVATE LIMITED,Google Play Store,https://play.google.com/store/apps/details?id=com.jaikisan.farmer&hl=en_IN
2253,SECURIS FINANCE PRIVATE LIMITED,https://securis.in/,NBFC,Securis Finance Private Limited,Self Owned,Google Play Store,https://play.google.com/store/apps/details?id=in.securis.app
2254,,https://securis.in/,NBFC,Securis Finance Private Limited,Self Owned,Website,https://securis.in/
2255,SEVEN ELEVEN LEASING & FINANCE LTD.,https://www.sevenelevenfinance.com/,NBFC,PaisaNext,SEVEN ELEVEN LEASING AND FINANCE LIMITED,Website,https://paisanext.com/
2256,SG FINSERVE LIMITED (PREVIOUSLY MOONGIPA SECURITIES LIMITED),https://www.sgfinserve.com/lending-service-provider,NBFC,BharatPe for Business,BharatPe Money (Resilient Digi Services Private Limited),"Google Play Store, Apple App Store",https://bharatpemoney.com/lending-partners.html
2257,SHANKAR FININVEST (P) LTD.,www.shankarfininvst.com,NBFC,PennyDrop,Self-owned,Website,www.pennydrop.in
2258,SHIVALIK SMALL FINANCE BANK LIMITED,https://shivalik.bank.in,BANK,mshiFFt,Shivalik Small Finance Bank,Android – Playstore,Android: mshiFFt - Apps on Google Play
2259,,https://shivalik.bank.in,BANK,mshiFFt,Shivalik Small Finance Bank,iOS – Apple App Store,iOS: ‎mshiFFt App - App Store
2260,SHIVDURGA TRADING (P) LTD,https://www.myklinq.com/,NBFC,Klinq,Self-owned,Website,https://loan.myklinq.com/
2261,SHIVJI FINANCE AND INVESTMENTS (P) LTD.,No Website,NBFC,SalaryBolt,Self owned by RE i.e. Shivji Finance and Investments Private Limited,Website i.e. https://salarybolt.com/,https://salarybolt.com/
2262,SHREE GAJANAN URBAN CO-OP.BANK LTD.,www.shreegajananbank.in,BANK,SHREE GAJANAN UCBL BYADGI,SHREE GAJANAN URBAN CO OP BANK LTD BYADGI,GOOGLE PLAY STORE,https://play.google.com/store/apps/details?id=com.banksoft.client.gajananabyadgibank
2263,SHRIRAM CREDIT COMPANY LIMITED,https://www.shriramcredit.in/,NBFC,DhanLAP,DhanLAP,Website,http://dhanlao.com/
2264,SHRIRAM FINANCE LIMITED (FORMERLY SHRIRAM TRANSPORT FINANCE COMPANY LIMITED),www.shriramfinance.in,NBFC,CreditFIT App,Creditmantri Finserve Private Limited,Google Play Store,Android:https://play.google.com/store/apps/details?id=com.creditmantri
2265,,www.shriramfinance.in,NBFC,Creditmantri Website,Creditmantri Finserve Private Limited,Website,www.creditmantri.com
2266,,www.shriramfinance.in,NBFC,Digital Lending pages of Phonepe Lending on PhonePe Business: Merchant App,PhonePe Lending Services Private Limited,"Google Play Store, Apple App Store, Indus App Store",PhonePe Business: Merchant AppAndroid:https://play.google.com/store/apps/details?id=com.phonepe.app.businessIOS:https://apps.apple.com/in/app/phonepe-business-merchant-app/id1463742453Indus App store:https://cas5-0-urlprotect.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fwww.indusappstore.com%2fapps%2ffinance%2fphonepe%2dbusiness%2fcom.phonepe.app.business%3fpage%3ddetails%26id%3dcom.phonepe.app.business&umid=37992c14-010b-4b9c-8cd6-626374c676d1&rct=1780315525&auth=fc9326c43f806f6dfd399b19f34003f46b8eabfc-cc68376af53fdb09c1461ace490112d3be5a60d6
2267,,www.shriramfinance.in,NBFC,Paytm,One97 Communications Limited,"Google Play store, Apple app store",Paytm for Business App:https://apps.apple.com/in/app/paytm-for-business/id1351301966https://play.google.com/store/apps/details?id=com.paytm.businessPaytm:Store:?https://play.google.com/store/apps/details?id=net.one97.paytmhttps://apps.apple.com/in/app/paytm/id473941634
2268,,www.shriramfinance.in,NBFC,PhonePe - Lending Website,PhonePe Lending Services Private Limited,Website,https://www.phonepe.com/lending/
2269,,www.shriramfinance.in,NBFC,Shriram Finance Limited Website,Shriram Finance Limited,Website,https://www.shriramfinance.in
2270,,www.shriramfinance.in,NBFC,Shriram One App,Shriram Finance Limited,"Google Play store, Apple app store",Android:https://play.google.com/store/apps/details?id=com.shriram.oneIOS: https://apps.apple.com/in/app/shriram-one-fd-upi-loans/id6446923754
2271,SI CREVA CAPITAL SERVICES PRIVATE LIMITED,https://sicrevacapital.com,NBFC,Kissht,OnEMI Technology Solutions Limited,PlayStore,https://play.google.com/store/apps/details?id=com.fastbanking&hl=en
2272,,https://sicrevacapital.com,NBFC,Kissht IOS,OnEMI Technology Solutions Limited,App store,https://apps.apple.com/in/app/kissht-personal-loan-app/id6752766331
2273,,https://sicrevacapital.com,NBFC,Ring,OnEMI Technology Solutions Limited,PlayStore,https://play.google.com/store/apps/details?id=com.ideopay.user
2274,,https://sicrevacapital.com/,NBFC,ABCD,Aditya Birla Capital Digital Limited.,WebSite,https://www.adityabirlacapital.com/loans/personal-finance/personal-loan
2275,,https://sicrevacapital.com/,NBFC,Bajaj Markets,Bajaj Finserv Direct Ltd.,Appstore,‎Bajaj Markets: Loan & Finance App - App Store
2276,,https://sicrevacapital.com/,NBFC,Bajaj Markets,Bajaj Finserv Direct Ltd.,PlayStore,Bajaj Markets: Loan & Finance - Apps on Google Play
2277,,https://sicrevacapital.com/,NBFC,Bajaj Markets,Bajaj Finserv Direct Ltd.,Website,"Bajaj Markets | Loans, Cards, CIBIL Score & Financial Products"
2278,,https://sicrevacapital.com/,NBFC,Indialends,GC Web Ventures Private Limited ,WebSite,https://indialends.com/
2279,,https://sicrevacapital.com/,NBFC,Mint Money,HT Digital Streams Limited,Appstore,https://apps.apple.com/in/app/mint-money-credit-score-loans/id6751579585
2280,,https://sicrevacapital.com/,NBFC,Mint Money,HT Digital Streams Limited,PlayStore,https://play.google.com/store/apps/details?id=com.htmintmoney&hl=en_IN?
2281,,https://sicrevacapital.com/,NBFC,Mint Money,HT Digital Streams Limited,WebSite,https://www.livemintmoney.com/money/loan/personal-loan?cta_position=L1
2282,,https://sicrevacapital.com/,NBFC,Paisa Bazaar,PaisaBazaar Marketing and Consulting Private Limited,WebSite,https://www.paisabazaar.com/
2283,,https://sicrevacapital.com/,NBFC,Paytm Merchant app,One97 Communications Limited,Appstore,https://apps.apple.com/in/app/paytm-for-business/id1351301966
2284,,https://sicrevacapital.com/,NBFC,Paytm Merchant app,One97 Communications Limited,PlayStore,https://play.google.com/store/apps/details?id=com.paytm.business&hl=en_IN
2285,,https://sicrevacapital.com/,NBFC,Prefr,Dreamplug Technologies pvt.ltd,Appstore,https://apps.apple.com/in/app/prefr-instant-personal-loan/id6758143425
2286,,https://sicrevacapital.com/,NBFC,Prefr,Dreamplug Technologies pvt.ltd,PlayStore,https://play.google.com/store/search?q=Prefr&c=apps&hl=en&pli=1
2287,,https://sicrevacapital.com/,NBFC,Prefr,Dreamplug Technologies pvt.ltd,Website,https://prefr.com/
2288,,https://sicrevacapital.com/,NBFC,SuperMoney,Scapic Innovations Private Limited,AppStore,https://apps.apple.com/in/app/super-money/id6502597504
2289,,https://sicrevacapital.com/,NBFC,SuperMoney,Scapic Innovations Private Limited,PlayStore,https://play.google.com/store/apps/details?id=money.super.payments&hl=en_IN
2290,,https://sicrevacapital.com/,NBFC,SuperMoney,Scapic Innovations Private Limited,Website and Msite,https://www.flipkart.com/account/login?ret=https%3A%2F%2Fwww.flipkart.com%2Fsumo-3p%2Fpl%2Fpages%2Fjourney%3Futm_source%3DWhatsapp%26utm_campaign%3Dml_abnd%26redirected%3Dtrue
2291,,https://sicrevacapital.com/,NBFC,Tata Neu,Tata Digital Private Limited,AppStore,https://apps.apple.com/in/app/tata-neu-shop-travel-finance/id1584669293
2292,,https://sicrevacapital.com/,NBFC,Tata Neu,Tata Digital Private Limited,PlayStore,https://play.google.com/store/search?q=tata+neu&c=apps&hl=en_IN
2293,,https://sicrevacapital.com/,NBFC,Tata Neu,Tata Digital Private Limited,WebSite,https://www.tataneu.com
2294,SIDDHI TRADERS (P) LTD,https://siddhitpl.com/,NBFC,PaapaPay,Tempora Mutantur Private Limited,Website,https://paapapay.in
2295,S K FINANCE LTD. (OLD NAME ESS KAY FINCORP  LTD),https://www.skfin.in/,NBFC,Chabot  Solution ,Self Owned,Website,https://www.skfin.in/
2296,SKYRISE CREDIT & MARKETING LIMITED,https://digiindialoan.com/,NBFC,DigiIndialoan,Skyrise Credit and Marketing Limited,Website,https://digiindialoan.com/
2297,,https://quickcashindia.com/,NBFC,Quickcashindia,Skyrise Credit and Marketing Limited,Website,https://quickcashindia.com/
2298,,https://www.rupeyloans.com/,NBFC,RupeyLoans,Skyrise Credit and Marketing Limited,Website,https://www.rupeyloans.com/
2299,SLICE SMALL FINANCE BANK LIMITED,customergrievance@sliceit.com,BANK,slice,slice small finance bank,"Google Play, App store (iOS)",https://play.google.com/store/apps/details?id=indwin.c3.shareapp&hl=en
2300,,https://www.sliceit.com/,BANK,slice business,slice small finance bank,Google Play,https://play.google.com/store/apps/details?id=com.slice.nesfb.merchant
2301,SMFG INDIA CREDIT COMPANY LIMITED,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Angel One's Super App,Angel One,Apple's app store,https://apps.apple.com/in/app/angel-one-stocks-mutual-fund/id1060530981
2302,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Angel One's Super App,Angel One,Google Play Store,https://play.google.com/store/apps/details?id=com.msf.angelmobile&hl=en
2303,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,BharatPe for Business,Resilient Digi Services Private Limited,Apple's app store,https://apps.apple.com/in/app/bharatpe-for-business/id1329385873
2304,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,BharatPe for Business,Resilient Digi Services Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.bharatpe.app&hl=en_IN&pli=1
2305,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Digital lending pages of PhonePe Lending on PhonePe Business: Merchant App,PhonePe Lending Services Private Limited,Apple's app store,https://apps.apple.com/in/app/phonepe-business-merchant-app/id1463742453
2306,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Digital lending pages of PhonePe Lending on PhonePe Business: Merchant App,PhonePe Lending Services Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.phonepe.app.business&hl=en_IN
2307,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Digital lending pages of PhonePe Lending on PhonePe Business: Merchant App,PhonePe Lending Services Private Limited,Indus App Store,https://www.indusappstore.com/apps/finance/phonepe-business/com.phonepe.app.business?page=details&id=com.phonepe.app.business
2308,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Freo,MWYN Tech Private Limited,Apple's app store,https://apps.apple.com/in/app/moneytap-is-now-freo-credit/id1374771286
2309,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Freo,MWYN Tech Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.mycash.moneytap.app
2310,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Freo,MWYN Tech Private Limited,Indus App Store,https://www.indusappstore.com/apps/finance/moneytap/com.mycash.moneytap.app/?page=details&id=com.mycash.moneytap.app
2311,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Freo,MWYN Tech Private Limited,Oppo App Store,oaps://mk/dt?pkg=com.mycash.moneytap.app&style=1
2312,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Freo,MWYN Tech Private Limited,Vivo Market,vivomarket://details?id=com.mycash.moneytap.app
2313,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Freo,MWYN Tech Private Limited,Website,www.moneytap.com
2314,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,"Google Pay: Save, Pay, Manage ",Google India Digital Services Private Limited ,Apple's app store,https://apps.apple.com/in/app/google-pay-save-pay-manage/id1193357041  
2315,,https://www.smfgindiacredit.com/digital-lending-partner.aspx?tab=loan_details,NBFC,Google Pay: Secure UPI payment ,Google India Digital Services Private Limited ,Google Play store,https://play.google.com/store/apps/details?id=com.google.android.apps.nbu.paisa.user 
